Contact ID,contact_created_at,contact_updated_at,utm_source,total_events,events_after_acq,first_event_at,distinct_event_days,engaged,retained
3428,2025-09-23 09:17:00,2025-09-23 09:17:00,unknown,0,0,,0,False,False
3427,2025-09-23 08:57:00,2025-09-23 08:57:00,unknown,0,0,,0,False,False
3037,2025-06-24 16:37:00,2025-06-24 16:37:00,dtc_newsletter,2,2,2025-02-22 09:38:00,2,True,True
191,2024-09-12 09:48:00,2024-12-06 14:36:00,unknown,10,85,2024-08-16 11:05:00,14,True,True
3264,2025-09-03 13:34:00,2025-09-03 13:34:00,unknown,2,1,2025-02-22 09:38:00,2,True,True
3396,2025-09-11 10:16:00,2025-09-11 10:16:00,unknown,1,0,2025-09-03 13:34:00,1,False,False
3413,2025-09-18 13:49:00,2025-09-18 13:49:00,unknown,1,0,2025-09-03 13:34:00,1,False,False
1061,2024-10-08 01:51:00,2024-12-03 21:44:00,unknown,5,9,2024-08-16 11:05:00,9,True,True
864,2025-01-20 16:35:00,2025-01-20 16:35:00,alexey_linkedin,7,30,2024-08-16 11:05:00,11,True,True
796,2024-09-08 22:16:00,2024-09-08 22:16:00,unknown,5,7,2024-08-16 11:05:00,10,True,True
3417,2025-09-20 11:07:00,2025-09-20 11:07:00,unknown,1,0,2025-09-03 13:34:00,1,False,False
3409,2025-09-18 00:45:00,2025-09-18 00:45:00,unknown,1,0,2025-09-03 13:34:00,1,False,False
2556,2025-06-09 15:42:00,2025-06-09 15:42:00,unknown,3,1,2024-08-16 14:36:00,3,True,True
3402,2025-09-14 02:50:00,2025-09-14 02:50:00,unknown,1,0,2025-09-03 13:34:00,1,False,False
914,2024-09-17 16:30:00,2024-09-17 16:30:00,unknown,5,10,2024-08-16 11:05:00,10,True,True
3415,2025-09-19 08:28:00,2025-09-19 08:28:00,unknown,1,0,2025-09-03 13:34:00,1,False,False
129,2024-10-12 01:07:00,2024-10-12 01:07:00,unknown,5,9,2024-08-16 11:05:00,9,True,True
673,2024-10-25 18:15:00,2025-05-23 09:22:00,unknown,7,25,2024-08-16 11:05:00,11,True,True
3284,2025-08-06 13:23:00,2025-08-07 11:10:00,unknown,3,6,2025-02-22 09:38:00,3,True,True
1971,2025-01-15 21:28:00,2025-01-15 21:28:00,unknown,4,12,2024-08-16 11:05:00,8,True,True
1989,2025-01-17 16:09:00,2025-01-17 16:09:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
2375,2025-03-21 13:43:00,2025-06-18 09:01:00,alexey_linkedin,4,5,2024-08-16 11:05:00,8,True,True
865,2024-09-15 01:46:00,2024-09-15 01:46:00,unknown,4,1,2024-08-16 14:36:00,4,True,True
1849,2024-12-23 19:52:00,2024-12-23 19:52:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
2283,2025-03-06 00:37:00,2025-03-06 00:37:00,unknown,2,0,2024-08-16 11:05:00,7,False,True
790,2024-09-07 17:45:00,2024-09-07 17:45:00,unknown,3,1,2024-08-20 09:28:00,3,True,True
1657,2024-12-04 11:00:00,2024-12-04 11:00:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1818,2024-12-18 13:50:00,2024-12-18 13:50:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1563,2024-12-03 12:54:00,2024-12-03 12:54:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1507,2024-11-20 21:43:00,2024-11-20 21:43:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1661,2024-12-04 13:00:00,2024-12-04 13:00:00,unknown,5,16,2024-08-16 11:05:00,8,True,True
687,2024-08-28 21:18:00,2024-08-28 21:18:00,unknown,2,3,2024-08-16 11:10:00,3,True,True
1572,2024-12-03 13:16:00,2025-07-22 09:39:00,unknown,3,1,2024-08-16 11:05:00,7,True,True
674,2024-08-25 17:16:00,2024-08-25 17:16:00,unknown,3,3,2024-08-16 11:10:00,3,True,True
863,2024-09-14 20:02:00,2024-09-14 20:02:00,unknown,3,3,2024-08-16 11:10:00,3,True,True
732,2024-11-19 16:07:00,2024-12-06 14:36:00,unknown,4,12,2024-09-04 10:37:00,4,True,True
1022,2024-09-26 12:58:00,2024-09-26 12:58:00,unknown,7,68,2024-08-16 11:05:00,11,True,True
2641,2025-06-16 23:27:00,2025-06-16 23:27:00,dtc_newsletter,1,0,2025-02-22 09:38:00,1,False,False
2676,2025-06-18 08:15:00,2025-06-18 08:15:00,alexey_linkedin,2,0,2025-02-22 09:38:00,2,False,True
2739,2025-06-18 10:07:00,2025-06-18 10:07:00,unknown,1,0,2025-02-22 09:38:00,1,False,False
2859,2025-06-18 17:43:00,2025-06-18 17:43:00,alexey_linkedin,1,0,2025-02-22 09:38:00,1,False,False
3106,2025-07-01 17:51:00,2025-07-01 17:51:00,dtc_newsletter,1,0,2025-02-22 09:38:00,1,False,False
2508,2025-05-26 10:17:00,2025-05-26 10:17:00,unknown,2,3,2025-02-22 09:38:00,2,True,True
2688,2025-06-18 08:33:00,2025-06-18 08:33:00,alexey_linkedin,1,0,2025-02-22 09:38:00,1,False,False
2777,2025-06-18 11:50:00,2025-06-18 11:50:00,alexey_linkedin,2,0,2024-08-16 14:36:00,2,False,True
2883,2025-06-18 22:42:00,2025-06-18 22:42:00,alexey_linkedin,1,0,2025-02-22 09:38:00,1,False,False
2929,2025-06-19 14:05:00,2025-06-19 14:05:00,dtc_newsletter,3,0,2024-08-16 14:36:00,3,False,True
2937,2025-06-19 18:10:00,2025-06-19 18:10:00,alexey_linkedin,1,0,2025-02-22 09:38:00,1,False,False
3053,2025-06-28 14:51:00,2025-06-28 14:51:00,alexey_linkedin,1,0,2025-02-22 09:38:00,1,False,False
3147,2025-07-07 10:19:00,2025-07-07 10:19:00,dtc_newsletter,2,0,2024-08-16 14:36:00,2,False,True
3204,2025-07-18 18:52:00,2025-07-18 18:52:00,unknown,1,0,2025-02-22 09:38:00,1,False,False
615,2024-08-16 15:20:00,2024-08-16 15:20:00,unknown,0,0,,0,False,False
2331,2025-03-13 08:45:00,2025-03-13 08:45:00,unknown,4,3,2024-09-12 09:29:00,4,True,True
2399,2025-04-01 12:10:00,2025-04-01 15:07:00,unknown,6,0,2024-08-16 11:05:00,11,False,True
2433,2025-04-15 19:59:00,2025-04-15 19:59:00,unknown,2,0,2024-08-16 11:05:00,7,False,True
2446,2025-04-28 09:40:00,2025-04-28 09:40:00,unknown,2,0,2024-08-16 11:05:00,7,False,True
2595,2025-06-16 09:26:00,2025-06-16 09:26:00,unknown,1,0,2025-02-22 09:38:00,1,False,False
1394,2024-10-25 18:15:00,2024-10-25 18:15:00,unknown,4,12,2024-08-16 11:05:00,9,True,True
2325,2025-03-12 17:30:00,2025-03-12 17:30:00,unknown,2,0,2024-08-16 11:05:00,7,False,True
2563,2025-06-12 05:06:00,2025-06-12 05:06:00,unknown,1,0,2025-02-22 09:38:00,1,False,False
1124,2024-10-11 16:29:00,2024-10-11 16:29:00,unknown,2,1,2024-10-11 09:27:00,2,True,True
1193,2024-10-15 17:14:00,2024-10-15 17:14:00,unknown,2,1,2024-10-11 09:27:00,2,True,True
1264,2024-10-16 16:05:00,2024-10-16 16:05:00,unknown,2,1,2024-10-11 09:27:00,2,True,True
1285,2024-10-17 00:41:00,2024-10-17 17:12:00,unknown,2,1,2024-10-11 09:27:00,2,True,True
1307,2024-10-17 19:38:00,2024-10-17 19:38:00,unknown,2,1,2024-10-11 09:27:00,2,True,True
1333,2024-10-20 09:11:00,2024-10-20 09:11:00,unknown,2,1,2024-10-11 09:27:00,2,True,True
3195,2025-07-15 07:43:00,2025-07-15 07:43:00,unknown,3,2,2024-08-16 14:36:00,3,True,True
1935,2025-01-11 21:02:00,2025-01-11 21:02:00,activecampaign,7,25,2024-08-16 11:05:00,10,True,True
92,2024-09-30 20:38:00,2024-09-30 20:38:00,unknown,11,88,2024-08-16 11:05:00,11,True,True
836,2024-09-13 06:49:00,2024-09-13 06:49:00,unknown,7,84,2024-08-16 11:05:00,9,True,True
2512,2025-05-27 11:22:00,2025-05-27 11:22:00,unknown,1,0,2025-02-22 09:38:00,1,False,False
2532,2025-06-04 06:05:00,2025-06-04 06:05:00,unknown,1,0,2025-02-22 09:38:00,1,False,False
3307,2025-08-07 11:16:00,2025-08-07 11:16:00,unknown,2,3,2025-02-22 09:38:00,2,True,True
1208,2024-10-16 11:26:00,2024-10-16 11:26:00,unknown,3,2,2024-08-16 11:05:00,8,True,True
814,2024-09-11 14:46:00,2024-09-11 14:46:00,unknown,4,1,2024-08-16 14:36:00,4,True,True
1865,2024-12-27 10:27:00,2024-12-27 10:27:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1875,2024-12-29 13:13:00,2024-12-29 13:13:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1705,2024-12-06 05:16:00,2024-12-06 05:17:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1710,2024-12-06 08:54:00,2024-12-06 08:54:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1733,2024-12-09 10:02:00,2024-12-09 10:02:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1736,2024-12-10 01:35:00,2024-12-10 01:35:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1764,2024-12-11 16:49:00,2024-12-11 16:49:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1819,2024-12-18 16:37:00,2024-12-18 16:37:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1676,2024-12-05 01:53:00,2024-12-05 01:53:00,unknown,4,12,2024-08-16 11:05:00,8,True,True
1713,2024-12-06 13:09:00,2024-12-06 13:09:00,unknown,6,20,2024-08-16 11:05:00,8,True,True
1751,2024-12-10 18:54:00,2024-12-10 18:54:00,unknown,4,12,2024-08-16 11:05:00,8,True,True
304,2025-06-19 12:13:00,2025-06-19 12:13:00,alexey_linkedin,6,4,2024-08-16 11:05:00,11,True,True
966,2024-09-19 13:10:00,2024-09-19 13:10:00,unknown,3,3,2024-08-16 11:10:00,3,True,True
1439,2025-01-20 16:35:00,2025-01-20 16:35:00,unknown,5,12,2024-08-16 11:05:00,9,True,True
574,2024-10-15 07:34:00,2024-10-15 07:34:00,unknown,5,24,2024-08-16 11:05:00,10,True,True
779,2024-09-06 12:20:00,2024-09-06 12:20:00,unknown,2,3,2024-08-16 11:10:00,3,True,True
805,2024-09-10 09:02:00,2024-09-10 09:02:00,unknown,3,3,2024-08-16 11:10:00,3,True,True
1077,2024-10-08 11:56:00,2024-10-08 11:56:00,unknown,3,8,2024-08-16 11:05:00,8,True,True
255,2025-01-21 04:09:00,2025-01-21 04:09:00,unknown,3,1,2024-08-16 11:05:00,8,True,True
317,2025-07-21 19:54:00,2025-07-21 19:54:00,unknown,4,0,2024-08-16 11:05:00,8,False,True
689,2024-08-29 18:42:00,2024-12-24 12:06:00,unknown,4,12,2024-08-16 11:05:00,9,True,True
3163,2025-07-07 20:20:00,2025-07-07 20:20:00,dtc_newsletter,1,0,2025-02-22 09:38:00,1,False,False
1082,2024-10-09 07:10:00,2024-11-03 21:53:00,unknown,4,8,2024-08-16 11:05:00,8,True,True
2576,2025-06-16 08:36:00,2025-06-16 08:36:00,dtc_newsletter,1,0,2025-02-22 09:38:00,1,False,False
2603,2025-06-16 09:55:00,2025-06-16 09:55:00,dtc_newsletter,1,0,2025-02-22 09:38:00,1,False,False
2704,2025-06-18 08:47:00,2025-06-18 08:47:00,alexey_linkedin,1,0,2025-02-22 09:38:00,1,False,False
2763,2025-06-18 11:12:00,2025-06-18 11:12:00,alexey_linkedin,1,0,2025-02-22 09:38:00,1,False,False
2788,2025-06-18 12:21:00,2025-06-18 12:21:00,alexey_linkedin,1,0,2025-02-22 09:38:00,1,False,False
3159,2025-07-07 16:54:00,2025-07-07 16:54:00,alexey_linkedin,1,0,2025-02-22 09:38:00,1,False,False
1416,2024-10-29 12:18:00,2024-10-29 12:18:00,unknown,3,2,2024-10-11 09:27:00,3,True,True
2511,2025-05-27 04:51:00,2025-05-27 04:51:00,unknown,0,0,,0,False,False
2752,2025-06-18 10:52:00,2025-06-18 10:52:00,alexey_linkedin,2,0,2025-02-22 09:38:00,2,False,True
2759,2025-06-18 11:05:00,2025-06-18 11:05:00,alexey_linkedin,2,0,2024-08-16 14:36:00,2,False,True
2819,2025-06-18 13:44:00,2025-06-18 13:44:00,alexey_linkedin,1,0,2025-02-22 09:38:00,1,False,False
2840,2025-06-18 15:05:00,2025-06-18 15:05:00,alexey_linkedin,2,5,2025-02-22 09:38:00,2,True,True
2884,2025-06-18 22:52:00,2025-06-18 22:52:00,alexey_linkedin,1,0,2025-02-22 09:38:00,1,False,False
2892,2025-06-19 02:11:00,2025-06-19 02:11:00,unknown,3,0,2024-08-16 11:05:00,7,False,True
3023,2025-06-24 06:53:00,2025-06-24 06:53:00,dtc_newsletter,1,0,2025-02-22 09:38:00,1,False,False
3040,2025-06-24 19:54:00,2025-06-24 19:54:00,alexey_linkedin,1,0,2025-02-22 09:38:00,1,False,False
3120,2025-07-04 07:18:00,2025-07-04 07:18:00,alexey_linkedin,2,0,2024-08-16 14:36:00,2,False,True
2506,2025-05-26 10:17:00,2025-06-03 11:14:00,unknown,3,6,2025-02-22 09:38:00,3,True,True
2988,2025-06-23 10:14:00,2025-06-23 10:14:00,dtc_newsletter,5,10,2024-08-16 14:36:00,5,True,True
2440,2025-04-23 19:33:00,2025-04-23 19:33:00,unknown,2,0,2024-08-16 11:05:00,7,False,True
1356,2024-10-22 12:05:00,2024-10-22 12:05:00,unknown,0,0,,0,False,False
2436,2025-04-16 14:43:00,2025-04-16 14:43:00,unknown,2,0,2024-08-16 11:05:00,7,False,True
2814,2025-06-18 13:35:00,2025-06-18 13:35:00,unknown,2,0,2024-08-16 14:36:00,2,False,True
2321,2025-03-11 22:46:00,2025-03-11 22:46:00,unknown,2,0,2024-08-16 11:05:00,7,False,True
1149,2024-10-13 20:04:00,2024-10-13 20:04:00,unknown,2,1,2024-10-11 09:27:00,2,True,True
1305,2024-10-17 17:44:00,2024-10-17 17:44:00,unknown,2,1,2024-10-11 09:27:00,2,True,True
22,2024-12-05 16:15:00,2025-07-14 17:39:00,unknown,9,5,2024-08-16 11:05:00,12,True,True
996,2024-09-24 10:40:00,2024-09-24 10:40:00,unknown,3,1,2024-08-20 09:28:00,3,True,True
1892,2025-01-03 06:38:00,2025-01-03 06:38:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1867,2024-12-27 12:04:00,2024-12-27 12:04:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1905,2025-01-05 19:21:00,2025-01-05 19:21:00,unknown,4,12,2024-08-16 11:05:00,8,True,True
1663,2024-12-04 13:38:00,2024-12-04 13:38:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1837,2024-12-23 05:45:00,2024-12-23 05:45:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1622,2024-12-03 21:28:00,2024-12-03 21:28:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1673,2024-12-04 21:16:00,2024-12-04 21:16:00,unknown,3,2,2024-08-16 11:05:00,8,True,True
1746,2024-12-10 12:34:00,2024-12-10 12:34:00,unknown,4,12,2024-08-16 11:05:00,8,True,True
67,2024-09-12 09:48:00,2024-09-12 09:48:00,unknown,4,28,2024-08-16 11:05:00,9,True,True
1047,2024-10-05 03:15:00,2024-10-05 03:15:00,unknown,3,7,2024-08-16 11:05:00,7,True,True
1076,2024-10-08 10:48:00,2024-10-08 10:48:00,unknown,3,5,2024-08-16 11:05:00,7,True,True
1079,2024-10-08 14:05:00,2024-12-17 10:02:00,unknown,5,8,2024-08-16 11:05:00,9,True,True
1080,2024-10-08 17:59:00,2024-10-08 17:59:00,unknown,3,5,2024-08-16 11:05:00,7,True,True
1282,2024-10-16 23:42:00,2024-10-16 23:42:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1458,2024-11-04 13:56:00,2024-11-04 13:56:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1539,2024-12-03 11:21:00,2024-12-03 11:21:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1568,2024-12-03 13:05:00,2024-12-03 13:05:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
904,2024-09-17 02:31:00,2024-09-17 02:31:00,unknown,2,3,2024-08-16 11:10:00,3,True,True
951,2024-09-18 19:57:00,2024-09-18 19:57:00,unknown,2,3,2024-08-16 11:10:00,3,True,True
839,2024-09-13 10:00:00,2024-09-13 10:00:00,unknown,5,5,2024-08-16 11:10:00,5,True,True
853,2024-09-13 21:21:00,2024-09-13 21:21:00,unknown,2,3,2024-08-16 11:10:00,3,True,True
261,2024-10-18 05:27:00,2024-10-18 05:27:00,unknown,4,3,2024-08-16 11:05:00,9,True,True
492,2025-07-21 19:29:00,2025-07-21 19:29:00,unknown,2,0,2024-08-16 11:05:00,7,False,True
780,2024-09-06 12:38:00,2024-09-06 12:38:00,unknown,3,3,2024-08-16 11:10:00,3,True,True
1039,2024-10-01 09:02:00,2024-10-01 09:02:00,unknown,6,40,2024-08-16 11:05:00,9,True,True
623,2024-08-19 12:08:00,2024-12-05 17:06:00,unknown,0,0,,0,False,False
2808,2025-06-18 13:26:00,2025-06-18 13:26:00,alexey_linkedin,1,0,2025-02-22 09:38:00,1,False,False
2839,2025-06-18 15:00:00,2025-06-18 15:00:00,alexey_linkedin,1,0,2025-02-22 09:38:00,1,False,False
3160,2025-07-07 17:33:00,2025-07-07 17:33:00,alexey_linkedin,2,0,2025-02-22 09:38:00,2,False,True
1392,2024-10-25 18:15:00,2024-10-25 18:15:00,unknown,3,12,2024-08-16 11:10:00,4,True,True
2617,2025-06-16 12:28:00,2025-06-16 12:28:00,dtc_newsletter,2,0,2024-08-16 14:36:00,2,False,True
2693,2025-06-18 08:39:00,2025-06-18 08:39:00,alexey_linkedin,1,0,2025-02-22 09:38:00,1,False,False
2982,2025-06-23 09:20:00,2025-06-23 09:20:00,dtc_newsletter,1,0,2025-02-22 09:38:00,1,False,False
3116,2025-07-03 22:30:00,2025-07-03 22:30:00,dtc_newsletter,1,0,2025-02-22 09:38:00,1,False,False
3238,2025-07-24 08:18:00,2025-07-24 08:18:00,unknown,3,0,2025-02-22 09:38:00,2,False,True
2928,2025-06-19 13:11:00,2025-06-19 13:11:00,alexey_linkedin,3,5,2024-08-16 14:36:00,3,True,True
1522,2024-11-28 17:12:00,2024-11-28 17:12:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
2442,2025-04-25 09:57:00,2025-04-25 09:57:00,unknown,2,0,2024-08-16 11:05:00,7,False,True
2791,2025-06-18 12:26:00,2025-06-18 12:26:00,unknown,2,0,2025-02-22 09:38:00,2,False,True
2011,2025-01-20 16:35:00,2025-01-20 16:35:00,unknown,4,9,2024-08-16 11:05:00,8,True,True
2554,2025-06-09 14:39:00,2025-06-09 14:39:00,unknown,1,0,2025-02-22 09:38:00,1,False,False
2311,2025-03-10 07:06:00,2025-03-10 07:06:00,unknown,2,0,2024-08-16 11:05:00,7,False,True
1159,2024-10-15 06:32:00,2024-10-15 06:32:00,unknown,2,1,2024-10-11 09:27:00,2,True,True
1244,2024-10-16 13:37:00,2024-10-16 13:37:00,unknown,2,1,2024-10-11 09:27:00,2,True,True
1342,2024-10-21 10:22:00,2024-10-21 10:22:00,unknown,2,1,2024-10-11 09:27:00,2,True,True
1374,2024-10-24 23:06:00,2024-10-24 23:06:00,unknown,2,1,2024-10-11 09:27:00,2,True,True
1422,2024-10-29 16:40:00,2024-10-29 16:40:00,unknown,2,1,2024-10-11 09:27:00,2,True,True
1483,2024-11-07 18:08:00,2024-11-07 18:08:00,unknown,2,1,2024-10-11 09:27:00,2,True,True
1911,2025-01-06 13:05:00,2025-01-06 13:05:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1959,2025-01-14 19:04:00,2025-01-14 19:04:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
2034,2025-01-21 06:47:00,2025-01-21 06:47:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
57,2024-10-08 10:25:00,2024-11-01 13:54:00,unknown,4,10,2024-08-16 11:05:00,9,True,True
783,2024-09-06 12:59:00,2024-10-17 07:48:00,unknown,3,13,2024-08-16 11:05:00,8,True,True
823,2024-09-12 13:42:00,2024-09-12 13:42:00,unknown,2,4,2024-09-12 09:48:00,2,True,True
1097,2024-10-11 10:27:00,2024-10-11 10:27:00,unknown,3,3,2024-08-16 11:05:00,8,True,True
1925,2025-01-09 09:02:00,2025-01-09 09:02:00,unknown,4,12,2024-08-16 11:05:00,8,True,True
1932,2025-01-11 02:00:00,2025-01-11 02:00:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1975,2025-01-16 12:11:00,2025-01-16 12:11:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1876,2024-12-30 01:56:00,2024-12-30 01:56:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
2294,2025-03-07 04:18:00,2025-03-07 04:18:00,alexey_linkedin,3,0,2024-08-16 11:05:00,7,False,True
807,2024-09-10 11:13:00,2024-09-10 11:13:00,unknown,3,1,2024-08-20 09:28:00,3,True,True
1559,2024-12-03 12:51:00,2024-12-03 12:51:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1645,2024-12-04 02:50:00,2024-12-04 02:50:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1653,2024-12-04 08:24:00,2024-12-04 08:24:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1697,2024-12-05 18:30:00,2024-12-05 18:30:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1700,2024-12-05 21:09:00,2024-12-05 21:09:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1708,2024-12-06 07:32:00,2024-12-06 07:32:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1744,2024-12-10 12:06:00,2024-12-10 12:06:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
696,2024-09-02 09:13:00,2024-10-11 19:56:00,unknown,3,2,2024-08-20 09:28:00,3,True,True
1491,2024-11-13 14:47:00,2024-11-13 14:47:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1552,2024-12-03 12:32:00,2024-12-03 12:32:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1679,2025-06-19 03:22:00,2025-06-19 03:22:00,alexey_linkedin,2,0,2024-08-16 11:05:00,7,False,True
1799,2024-12-16 12:43:00,2024-12-16 12:43:00,unknown,4,12,2024-08-16 11:05:00,8,True,True
1041,2024-10-01 14:27:00,2024-10-01 14:27:00,unknown,3,7,2024-08-16 11:05:00,7,True,True
1608,2024-12-03 17:23:00,2024-12-03 17:23:00,alexey_linkedin,3,4,2024-08-16 11:05:00,8,True,True
843,2024-09-13 11:41:00,2024-09-13 11:41:00,unknown,2,3,2024-08-16 11:10:00,3,True,True
80,2025-04-03 01:33:00,2025-04-03 01:33:00,unknown,3,0,2024-08-16 11:05:00,8,False,True
862,2024-09-14 19:24:00,2024-09-14 19:24:00,unknown,2,3,2024-08-16 11:10:00,3,True,True
800,2024-09-09 13:09:00,2024-09-09 13:09:00,unknown,3,3,2024-08-16 11:10:00,3,True,True
1096,2024-10-11 09:42:00,2024-10-11 09:42:00,unknown,2,1,2024-10-11 09:27:00,2,True,True
761,2024-09-05 07:13:00,2024-09-05 07:13:00,unknown,4,3,2024-08-16 11:10:00,5,True,True
184,2024-12-05 15:03:00,2024-12-05 15:03:00,unknown,4,8,2024-08-16 11:05:00,9,True,True
263,2024-12-08 11:13:00,2024-12-08 11:13:00,unknown,5,12,2024-08-16 11:05:00,9,True,True
2877,2025-06-18 20:12:00,2025-06-18 20:12:00,alexey_linkedin,1,0,2025-02-22 09:38:00,1,False,False
2894,2025-06-19 03:24:00,2025-06-19 03:24:00,alexey_linkedin,1,0,2025-02-22 09:38:00,1,False,False
3001,2025-06-23 12:17:00,2025-06-23 12:17:00,dtc_newsletter,1,0,2025-02-22 09:38:00,1,False,False
3002,2025-06-23 12:24:00,2025-06-23 12:24:00,dtc_newsletter,1,0,2025-02-22 09:38:00,1,False,False
3081,2025-06-30 12:03:00,2025-06-30 12:03:00,dtc_newsletter,1,0,2025-02-22 09:38:00,1,False,False
888,2024-09-16 14:06:00,2024-09-16 14:06:00,unknown,2,0,2024-08-20 09:28:00,2,False,True
2762,2025-06-18 11:10:00,2025-06-18 11:10:00,alexey_linkedin,2,0,2024-08-16 14:36:00,2,False,True
2784,2025-06-18 12:10:00,2025-06-18 12:10:00,alexey_linkedin,2,0,2024-08-16 14:36:00,2,False,True
2805,2025-06-18 13:14:00,2025-06-18 13:14:00,alexey_linkedin,2,0,2024-08-16 14:36:00,2,False,True
2948,2025-06-20 02:48:00,2025-06-20 02:48:00,alexey_linkedin,2,5,2025-02-22 09:38:00,2,True,True
2992,2025-06-23 10:43:00,2025-06-23 10:43:00,dtc_newsletter,2,0,2025-02-22 09:38:00,2,False,True
3028,2025-06-24 10:40:00,2025-06-24 10:40:00,unknown,2,0,2024-08-16 14:36:00,2,False,True
